,inkml,img,lg,symlg
19,/train/INKML/CROHME2019_train/002-equation005.inkml,/train/IMG_rendering/002-equation005.png,/train/LG/CROHME2019_train/002-equation005.lg,/train/SymLG/CROHME2019_train/002-equation005.lg
20,/train/INKML/CROHME2019_train/002-equation006.inkml,/train/IMG_rendering/002-equation006.png,/train/LG/CROHME2019_train/002-equation006.lg,/train/SymLG/CROHME2019_train/002-equation006.lg
21,/train/INKML/CROHME2019_train/002-equation007.inkml,/train/IMG_rendering/002-equation007.png,/train/LG/CROHME2019_train/002-equation007.lg,/train/SymLG/CROHME2019_train/002-equation007.lg
22,/train/INKML/CROHME2019_train/002-equation008.inkml,/train/IMG_rendering/002-equation008.png,/train/LG/CROHME2019_train/002-equation008.lg,/train/SymLG/CROHME2019_train/002-equation008.lg
23,/train/INKML/CROHME2019_train/002-equation009.inkml,/train/IMG_rendering/002-equation009.png,/train/LG/CROHME2019_train/002-equation009.lg,/train/SymLG/CROHME2019_train/002-equation009.lg
24,/train/INKML/CROHME2019_train/002-equation010.inkml,/train/IMG_rendering/002-equation010.png,/train/LG/CROHME2019_train/002-equation010.lg,/train/SymLG/CROHME2019_train/002-equation010.lg
25,/train/INKML/CROHME2019_train/002-equation011.inkml,/train/IMG_rendering/002-equation011.png,/train/LG/CROHME2019_train/002-equation011.lg,/train/SymLG/CROHME2019_train/002-equation011.lg
26,/train/INKML/CROHME2019_train/002-equation012.inkml,/train/IMG_rendering/002-equation012.png,/train/LG/CROHME2019_train/002-equation012.lg,/train/SymLG/CROHME2019_train/002-equation012.lg
27,/train/INKML/CROHME2019_train/002-equation013.inkml,/train/IMG_rendering/002-equation013.png,/train/LG/CROHME2019_train/002-equation013.lg,/train/SymLG/CROHME2019_train/002-equation013.lg
28,/train/INKML/CROHME2019_train/101_Fabricio.inkml,/train/IMG_rendering/101_Fabricio.png,/train/LG/CROHME2019_train/101_Fabricio.lg,/train/SymLG/CROHME2019_train/101_Fabricio.lg
29,/train/INKML/CROHME2019_train/101_Frank.inkml,/train/IMG_rendering/101_Frank.png,/train/LG/CROHME2019_train/101_Frank.lg,/train/SymLG/CROHME2019_train/101_Frank.lg
30,/train/INKML/CROHME2019_train/101_Nina.inkml,/train/IMG_rendering/101_Nina.png,/train/LG/CROHME2019_train/101_Nina.lg,/train/SymLG/CROHME2019_train/101_Nina.lg
31,/train/INKML/CROHME2019_train/101_alfonso.inkml,/train/IMG_rendering/101_alfonso.png,/train/LG/CROHME2019_train/101_alfonso.lg,/train/SymLG/CROHME2019_train/101_alfonso.lg
32,/train/INKML/CROHME2019_train/101_carlos.inkml,/train/IMG_rendering/101_carlos.png,/train/LG/CROHME2019_train/101_carlos.lg,/train/SymLG/CROHME2019_train/101_carlos.lg
33,/train/INKML/CROHME2019_train/101_caue.inkml,/train/IMG_rendering/101_caue.png,/train/LG/CROHME2019_train/101_caue.lg,/train/SymLG/CROHME2019_train/101_caue.lg
34,/train/INKML/CROHME2019_train/101_danilo.inkml,/train/IMG_rendering/101_danilo.png,/train/LG/CROHME2019_train/101_danilo.lg,/train/SymLG/CROHME2019_train/101_danilo.lg
35,/train/INKML/CROHME2019_train/101_david.inkml,/train/IMG_rendering/101_david.png,/train/LG/CROHME2019_train/101_david.lg,/train/SymLG/CROHME2019_train/101_david.lg
36,/train/INKML/CROHME2019_train/101_edwin.inkml,/train/IMG_rendering/101_edwin.png,/train/LG/CROHME2019_train/101_edwin.lg,/train/SymLG/CROHME2019_train/101_edwin.lg
37,/train/INKML/CROHME2019_train/101_fujita.inkml,/train/IMG_rendering/101_fujita.png,/train/LG/CROHME2019_train/101_fujita.lg,/train/SymLG/CROHME2019_train/101_fujita.lg
38,/train/INKML/CROHME2019_train/101_herbert.inkml,/train/IMG_rendering/101_herbert.png,/train/LG/CROHME2019_train/101_herbert.lg,/train/SymLG/CROHME2019_train/101_herbert.lg
39,/train/INKML/CROHME2019_train/101_hirata.inkml,/train/IMG_rendering/101_hirata.png,/train/LG/CROHME2019_train/101_hirata.lg,/train/SymLG/CROHME2019_train/101_hirata.lg
40,/train/INKML/CROHME2019_train/101_jorge.inkml,/train/IMG_rendering/101_jorge.png,/train/LG/CROHME2019_train/101_jorge.lg,/train/SymLG/CROHME2019_train/101_jorge.lg
41,/train/INKML/CROHME2019_train/101_leissi.inkml,/train/IMG_rendering/101_leissi.png,/train/LG/CROHME2019_train/101_leissi.lg,/train/SymLG/CROHME2019_train/101_leissi.lg
42,/train/INKML/CROHME2019_train/101_leo.inkml,/train/IMG_rendering/101_leo.png,/train/LG/CROHME2019_train/101_leo.lg,/train/SymLG/CROHME2019_train/101_leo.lg
43,/train/INKML/CROHME2019_train/101_miguel.inkml,/train/IMG_rendering/101_miguel.png,/train/LG/CROHME2019_train/101_miguel.lg,/train/SymLG/CROHME2019_train/101_miguel.lg
44,/train/INKML/CROHME2019_train/101_mijail.inkml,/train/IMG_rendering/101_mijail.png,/train/LG/CROHME2019_train/101_mijail.lg,/train/SymLG/CROHME2019_train/101_mijail.lg
45,/train/INKML/CROHME2019_train/101_rosario.inkml,/train/IMG_rendering/101_rosario.png,/train/LG/CROHME2019_train/101_rosario.lg,/train/SymLG/CROHME2019_train/101_rosario.lg
46,/train/INKML/CROHME2019_train/101_user0.inkml,/train/IMG_rendering/101_user0.png,/train/LG/CROHME2019_train/101_user0.lg,/train/SymLG/CROHME2019_train/101_user0.lg
47,/train/INKML/CROHME2019_train/103_em_0.inkml,/train/IMG_rendering/103_em_0.png,/train/LG/CROHME2019_train/103_em_0.lg,/train/SymLG/CROHME2019_train/103_em_0.lg
48,/train/INKML/CROHME2019_train/103_em_1.inkml,/train/IMG_rendering/103_em_1.png,/train/LG/CROHME2019_train/103_em_1.lg,/train/SymLG/CROHME2019_train/103_em_1.lg
49,/train/INKML/CROHME2019_train/103_em_10.inkml,/train/IMG_rendering/103_em_10.png,/train/LG/CROHME2019_train/103_em_10.lg,/train/SymLG/CROHME2019_train/103_em_10.lg
50,/train/INKML/CROHME2019_train/103_em_11.inkml,/train/IMG_rendering/103_em_11.png,/train/LG/CROHME2019_train/103_em_11.lg,/train/SymLG/CROHME2019_train/103_em_11.lg
51,/train/INKML/CROHME2019_train/103_em_12.inkml,/train/IMG_rendering/103_em_12.png,/train/LG/CROHME2019_train/103_em_12.lg,/train/SymLG/CROHME2019_train/103_em_12.lg
52,/train/INKML/CROHME2019_train/103_em_13.inkml,/train/IMG_rendering/103_em_13.png,/train/LG/CROHME2019_train/103_em_13.lg,/train/SymLG/CROHME2019_train/103_em_13.lg
53,/train/INKML/CROHME2019_train/103_em_14.inkml,/train/IMG_rendering/103_em_14.png,/train/LG/CROHME2019_train/103_em_14.lg,/train/SymLG/CROHME2019_train/103_em_14.lg
54,/train/INKML/CROHME2019_train/103_em_15.inkml,/train/IMG_rendering/103_em_15.png,/train/LG/CROHME2019_train/103_em_15.lg,/train/SymLG/CROHME2019_train/103_em_15.lg
55,/train/INKML/CROHME2019_train/103_em_16.inkml,/train/IMG_rendering/103_em_16.png,/train/LG/CROHME2019_train/103_em_16.lg,/train/SymLG/CROHME2019_train/103_em_16.lg
56,/train/INKML/CROHME2019_train/103_em_17.inkml,/train/IMG_rendering/103_em_17.png,/train/LG/CROHME2019_train/103_em_17.lg,/train/SymLG/CROHME2019_train/103_em_17.lg
57,/train/INKML/CROHME2019_train/103_em_18.inkml,/train/IMG_rendering/103_em_18.png,/train/LG/CROHME2019_train/103_em_18.lg,/train/SymLG/CROHME2019_train/103_em_18.lg
58,/train/INKML/CROHME2019_train/103_em_19.inkml,/train/IMG_rendering/103_em_19.png,/train/LG/CROHME2019_train/103_em_19.lg,/train/SymLG/CROHME2019_train/103_em_19.lg
59,/train/INKML/CROHME2019_train/103_em_2.inkml,/train/IMG_rendering/103_em_2.png,/train/LG/CROHME2019_train/103_em_2.lg,/train/SymLG/CROHME2019_train/103_em_2.lg
60,/train/INKML/CROHME2019_train/103_em_20.inkml,/train/IMG_rendering/103_em_20.png,/train/LG/CROHME2019_train/103_em_20.lg,/train/SymLG/CROHME2019_train/103_em_20.lg
61,/train/INKML/CROHME2019_train/103_em_21.inkml,/train/IMG_rendering/103_em_21.png,/train/LG/CROHME2019_train/103_em_21.lg,/train/SymLG/CROHME2019_train/103_em_21.lg
62,/train/INKML/CROHME2019_train/103_em_22.inkml,/train/IMG_rendering/103_em_22.png,/train/LG/CROHME2019_train/103_em_22.lg,/train/SymLG/CROHME2019_train/103_em_22.lg
63,/train/INKML/CROHME2019_train/103_em_23.inkml,/train/IMG_rendering/103_em_23.png,/train/LG/CROHME2019_train/103_em_23.lg,/train/SymLG/CROHME2019_train/103_em_23.lg
64,/train/INKML/CROHME2019_train/103_em_24.inkml,/train/IMG_rendering/103_em_24.png,/train/LG/CROHME2019_train/103_em_24.lg,/train/SymLG/CROHME2019_train/103_em_24.lg
65,/train/INKML/CROHME2019_train/103_em_25.inkml,/train/IMG_rendering/103_em_25.png,/train/LG/CROHME2019_train/103_em_25.lg,/train/SymLG/CROHME2019_train/103_em_25.lg
66,/train/INKML/CROHME2019_train/103_em_26.inkml,/train/IMG_rendering/103_em_26.png,/train/LG/CROHME2019_train/103_em_26.lg,/train/SymLG/CROHME2019_train/103_em_26.lg
67,/train/INKML/CROHME2019_train/103_em_27.inkml,/train/IMG_rendering/103_em_27.png,/train/LG/CROHME2019_train/103_em_27.lg,/train/SymLG/CROHME2019_train/103_em_27.lg
68,/train/INKML/CROHME2019_train/103_em_28.inkml,/train/IMG_rendering/103_em_28.png,/train/LG/CROHME2019_train/103_em_28.lg,/train/SymLG/CROHME2019_train/103_em_28.lg
69,/train/INKML/CROHME2019_train/103_em_29.inkml,/train/IMG_rendering/103_em_29.png,/train/LG/CROHME2019_train/103_em_29.lg,/train/SymLG/CROHME2019_train/103_em_29.lg
70,/train/INKML/CROHME2019_train/103_em_3.inkml,/train/IMG_rendering/103_em_3.png,/train/LG/CROHME2019_train/103_em_3.lg,/train/SymLG/CROHME2019_train/103_em_3.lg
71,/train/INKML/CROHME2019_train/103_em_5.inkml,/train/IMG_rendering/103_em_5.png,/train/LG/CROHME2019_train/103_em_5.lg,/train/SymLG/CROHME2019_train/103_em_5.lg
72,/train/INKML/CROHME2019_train/103_em_7.inkml,/train/IMG_rendering/103_em_7.png,/train/LG/CROHME2019_train/103_em_7.lg,/train/SymLG/CROHME2019_train/103_em_7.lg
73,/train/INKML/CROHME2019_train/103_em_8.inkml,/train/IMG_rendering/103_em_8.png,/train/LG/CROHME2019_train/103_em_8.lg,/train/SymLG/CROHME2019_train/103_em_8.lg
74,/train/INKML/CROHME2019_train/103_em_9.inkml,/train/IMG_rendering/103_em_9.png,/train/LG/CROHME2019_train/103_em_9.lg,/train/SymLG/CROHME2019_train/103_em_9.lg
75,/train/INKML/CROHME2019_train/104_em_30.inkml,/train/IMG_rendering/104_em_30.png,/train/LG/CROHME2019_train/104_em_30.lg,/train/SymLG/CROHME2019_train/104_em_30.lg
76,/train/INKML/CROHME2019_train/104_em_31.inkml,/train/IMG_rendering/104_em_31.png,/train/LG/CROHME2019_train/104_em_31.lg,/train/SymLG/CROHME2019_train/104_em_31.lg
77,/train/INKML/CROHME2019_train/104_em_32.inkml,/train/IMG_rendering/104_em_32.png,/train/LG/CROHME2019_train/104_em_32.lg,/train/SymLG/CROHME2019_train/104_em_32.lg
78,/train/INKML/CROHME2019_train/104_em_33.inkml,/train/IMG_rendering/104_em_33.png,/train/LG/CROHME2019_train/104_em_33.lg,/train/SymLG/CROHME2019_train/104_em_33.lg
79,/train/INKML/CROHME2019_train/104_em_34.inkml,/train/IMG_rendering/104_em_34.png,/train/LG/CROHME2019_train/104_em_34.lg,/train/SymLG/CROHME2019_train/104_em_34.lg
80,/train/INKML/CROHME2019_train/104_em_35.inkml,/train/IMG_rendering/104_em_35.png,/train/LG/CROHME2019_train/104_em_35.lg,/train/SymLG/CROHME2019_train/104_em_35.lg
81,/train/INKML/CROHME2019_train/104_em_36.inkml,/train/IMG_rendering/104_em_36.png,/train/LG/CROHME2019_train/104_em_36.lg,/train/SymLG/CROHME2019_train/104_em_36.lg
82,/train/INKML/CROHME2019_train/104_em_37.inkml,/train/IMG_rendering/104_em_37.png,/train/LG/CROHME2019_train/104_em_37.lg,/train/SymLG/CROHME2019_train/104_em_37.lg
83,/train/INKML/CROHME2019_train/104_em_38.inkml,/train/IMG_rendering/104_em_38.png,/train/LG/CROHME2019_train/104_em_38.lg,/train/SymLG/CROHME2019_train/104_em_38.lg
84,/train/INKML/CROHME2019_train/104_em_39.inkml,/train/IMG_rendering/104_em_39.png,/train/LG/CROHME2019_train/104_em_39.lg,/train/SymLG/CROHME2019_train/104_em_39.lg
85,/train/INKML/CROHME2019_train/104_em_40.inkml,/train/IMG_rendering/104_em_40.png,/train/LG/CROHME2019_train/104_em_40.lg,/train/SymLG/CROHME2019_train/104_em_40.lg
86,/train/INKML/CROHME2019_train/104_em_42.inkml,/train/IMG_rendering/104_em_42.png,/train/LG/CROHME2019_train/104_em_42.lg,/train/SymLG/CROHME2019_train/104_em_42.lg
87,/train/INKML/CROHME2019_train/104_em_43.inkml,/train/IMG_rendering/104_em_43.png,/train/LG/CROHME2019_train/104_em_43.lg,/train/SymLG/CROHME2019_train/104_em_43.lg
88,/train/INKML/CROHME2019_train/104_em_44.inkml,/train/IMG_rendering/104_em_44.png,/train/LG/CROHME2019_train/104_em_44.lg,/train/SymLG/CROHME2019_train/104_em_44.lg
89,/train/INKML/CROHME2019_train/104_em_45.inkml,/train/IMG_rendering/104_em_45.png,/train/LG/CROHME2019_train/104_em_45.lg,/train/SymLG/CROHME2019_train/104_em_45.lg
90,/train/INKML/CROHME2019_train/104_em_47.inkml,/train/IMG_rendering/104_em_47.png,/train/LG/CROHME2019_train/104_em_47.lg,/train/SymLG/CROHME2019_train/104_em_47.lg
91,/train/INKML/CROHME2019_train/104_em_48.inkml,/train/IMG_rendering/104_em_48.png,/train/LG/CROHME2019_train/104_em_48.lg,/train/SymLG/CROHME2019_train/104_em_48.lg
92,/train/INKML/CROHME2019_train/104_em_49.inkml,/train/IMG_rendering/104_em_49.png,/train/LG/CROHME2019_train/104_em_49.lg,/train/SymLG/CROHME2019_train/104_em_49.lg
93,/train/INKML/CROHME2019_train/104_em_50.inkml,/train/IMG_rendering/104_em_50.png,/train/LG/CROHME2019_train/104_em_50.lg,/train/SymLG/CROHME2019_train/104_em_50.lg
94,/train/INKML/CROHME2019_train/104_em_51.inkml,/train/IMG_rendering/104_em_51.png,/train/LG/CROHME2019_train/104_em_51.lg,/train/SymLG/CROHME2019_train/104_em_51.lg
95,/train/INKML/CROHME2019_train/104_em_52.inkml,/train/IMG_rendering/104_em_52.png,/train/LG/CROHME2019_train/104_em_52.lg,/train/SymLG/CROHME2019_train/104_em_52.lg
96,/train/INKML/CROHME2019_train/104_em_53.inkml,/train/IMG_rendering/104_em_53.png,/train/LG/CROHME2019_train/104_em_53.lg,/train/SymLG/CROHME2019_train/104_em_53.lg
97,/train/INKML/CROHME2019_train/104_em_54.inkml,/train/IMG_rendering/104_em_54.png,/train/LG/CROHME2019_train/104_em_54.lg,/train/SymLG/CROHME2019_train/104_em_54.lg
98,/train/INKML/CROHME2019_train/104_em_55.inkml,/train/IMG_rendering/104_em_55.png,/train/LG/CROHME2019_train/104_em_55.lg,/train/SymLG/CROHME2019_train/104_em_55.lg
99,/train/INKML/CROHME2019_train/104_em_56.inkml,/train/IMG_rendering/104_em_56.png,/train/LG/CROHME2019_train/104_em_56.lg,/train/SymLG/CROHME2019_train/104_em_56.lg
100,/train/INKML/CROHME2019_train/104_em_57.inkml,/train/IMG_rendering/104_em_57.png,/train/LG/CROHME2019_train/104_em_57.lg,/train/SymLG/CROHME2019_train/104_em_57.lg
101,/train/INKML/CROHME2019_train/104_em_58.inkml,/train/IMG_rendering/104_em_58.png,/train/LG/CROHME2019_train/104_em_58.lg,/train/SymLG/CROHME2019_train/104_em_58.lg
102,/train/INKML/CROHME2019_train/104_em_59.inkml,/train/IMG_rendering/104_em_59.png,/train/LG/CROHME2019_train/104_em_59.lg,/train/SymLG/CROHME2019_train/104_em_59.lg
103,/train/INKML/CROHME2019_train/105_Fabricio.inkml,/train/IMG_rendering/105_Fabricio.png,/train/LG/CROHME2019_train/105_Fabricio.lg,/train/SymLG/CROHME2019_train/105_Fabricio.lg
104,/train/INKML/CROHME2019_train/105_Frank.inkml,/train/IMG_rendering/105_Frank.png,/train/LG/CROHME2019_train/105_Frank.lg,/train/SymLG/CROHME2019_train/105_Frank.lg
105,/train/INKML/CROHME2019_train/105_Nina.inkml,/train/IMG_rendering/105_Nina.png,/train/LG/CROHME2019_train/105_Nina.lg,/train/SymLG/CROHME2019_train/105_Nina.lg
106,/train/INKML/CROHME2019_train/105_alfonso.inkml,/train/IMG_rendering/105_alfonso.png,/train/LG/CROHME2019_train/105_alfonso.lg,/train/SymLG/CROHME2019_train/105_alfonso.lg
107,/train/INKML/CROHME2019_train/105_carlos.inkml,/train/IMG_rendering/105_carlos.png,/train/LG/CROHME2019_train/105_carlos.lg,/train/SymLG/CROHME2019_train/105_carlos.lg
108,/train/INKML/CROHME2019_train/105_caue.inkml,/train/IMG_rendering/105_caue.png,/train/LG/CROHME2019_train/105_caue.lg,/train/SymLG/CROHME2019_train/105_caue.lg
109,/train/INKML/CROHME2019_train/105_danilo.inkml,/train/IMG_rendering/105_danilo.png,/train/LG/CROHME2019_train/105_danilo.lg,/train/SymLG/CROHME2019_train/105_danilo.lg
110,/train/INKML/CROHME2019_train/105_david.inkml,/train/IMG_rendering/105_david.png,/train/LG/CROHME2019_train/105_david.lg,/train/SymLG/CROHME2019_train/105_david.lg
111,/train/INKML/CROHME2019_train/105_edwin.inkml,/train/IMG_rendering/105_edwin.png,/train/LG/CROHME2019_train/105_edwin.lg,/train/SymLG/CROHME2019_train/105_edwin.lg
112,/train/INKML/CROHME2019_train/105_em_60.inkml,/train/IMG_rendering/105_em_60.png,/train/LG/CROHME2019_train/105_em_60.lg,/train/SymLG/CROHME2019_train/105_em_60.lg
113,/train/INKML/CROHME2019_train/105_em_61.inkml,/train/IMG_rendering/105_em_61.png,/train/LG/CROHME2019_train/105_em_61.lg,/train/SymLG/CROHME2019_train/105_em_61.lg
114,/train/INKML/CROHME2019_train/105_em_62.inkml,/train/IMG_rendering/105_em_62.png,/train/LG/CROHME2019_train/105_em_62.lg,/train/SymLG/CROHME2019_train/105_em_62.lg
115,/train/INKML/CROHME2019_train/105_em_63.inkml,/train/IMG_rendering/105_em_63.png,/train/LG/CROHME2019_train/105_em_63.lg,/train/SymLG/CROHME2019_train/105_em_63.lg
116,/train/INKML/CROHME2019_train/105_em_64.inkml,/train/IMG_rendering/105_em_64.png,/train/LG/CROHME2019_train/105_em_64.lg,/train/SymLG/CROHME2019_train/105_em_64.lg
117,/train/INKML/CROHME2019_train/105_em_65.inkml,/train/IMG_rendering/105_em_65.png,/train/LG/CROHME2019_train/105_em_65.lg,/train/SymLG/CROHME2019_train/105_em_65.lg
118,/train/INKML/CROHME2019_train/105_em_66.inkml,/train/IMG_rendering/105_em_66.png,/train/LG/CROHME2019_train/105_em_66.lg,/train/SymLG/CROHME2019_train/105_em_66.lg
119,/train/INKML/CROHME2019_train/105_em_68.inkml,/train/IMG_rendering/105_em_68.png,/train/LG/CROHME2019_train/105_em_68.lg,/train/SymLG/CROHME2019_train/105_em_68.lg
120,/train/INKML/CROHME2019_train/105_em_69.inkml,/train/IMG_rendering/105_em_69.png,/train/LG/CROHME2019_train/105_em_69.lg,/train/SymLG/CROHME2019_train/105_em_69.lg
121,/train/INKML/CROHME2019_train/105_em_70.inkml,/train/IMG_rendering/105_em_70.png,/train/LG/CROHME2019_train/105_em_70.lg,/train/SymLG/CROHME2019_train/105_em_70.lg
122,/train/INKML/CROHME2019_train/105_em_71.inkml,/train/IMG_rendering/105_em_71.png,/train/LG/CROHME2019_train/105_em_71.lg,/train/SymLG/CROHME2019_train/105_em_71.lg
123,/train/INKML/CROHME2019_train/105_em_72.inkml,/train/IMG_rendering/105_em_72.png,/train/LG/CROHME2019_train/105_em_72.lg,/train/SymLG/CROHME2019_train/105_em_72.lg
124,/train/INKML/CROHME2019_train/105_em_74.inkml,/train/IMG_rendering/105_em_74.png,/train/LG/CROHME2019_train/105_em_74.lg,/train/SymLG/CROHME2019_train/105_em_74.lg
125,/train/INKML/CROHME2019_train/105_em_75.inkml,/train/IMG_rendering/105_em_75.png,/train/LG/CROHME2019_train/105_em_75.lg,/train/SymLG/CROHME2019_train/105_em_75.lg
126,/train/INKML/CROHME2019_train/105_em_76.inkml,/train/IMG_rendering/105_em_76.png,/train/LG/CROHME2019_train/105_em_76.lg,/train/SymLG/CROHME2019_train/105_em_76.lg
127,/train/INKML/CROHME2019_train/105_em_77.inkml,/train/IMG_rendering/105_em_77.png,/train/LG/CROHME2019_train/105_em_77.lg,/train/SymLG/CROHME2019_train/105_em_77.lg
128,/train/INKML/CROHME2019_train/105_em_78.inkml,/train/IMG_rendering/105_em_78.png,/train/LG/CROHME2019_train/105_em_78.lg,/train/SymLG/CROHME2019_train/105_em_78.lg
129,/train/INKML/CROHME2019_train/105_em_79.inkml,/train/IMG_rendering/105_em_79.png,/train/LG/CROHME2019_train/105_em_79.lg,/train/SymLG/CROHME2019_train/105_em_79.lg
130,/train/INKML/CROHME2019_train/105_em_80.inkml,/train/IMG_rendering/105_em_80.png,/train/LG/CROHME2019_train/105_em_80.lg,/train/SymLG/CROHME2019_train/105_em_80.lg
131,/train/INKML/CROHME2019_train/105_em_81.inkml,/train/IMG_rendering/105_em_81.png,/train/LG/CROHME2019_train/105_em_81.lg,/train/SymLG/CROHME2019_train/105_em_81.lg
132,/train/INKML/CROHME2019_train/105_em_82.inkml,/train/IMG_rendering/105_em_82.png,/train/LG/CROHME2019_train/105_em_82.lg,/train/SymLG/CROHME2019_train/105_em_82.lg
133,/train/INKML/CROHME2019_train/105_em_83.inkml,/train/IMG_rendering/105_em_83.png,/train/LG/CROHME2019_train/105_em_83.lg,/train/SymLG/CROHME2019_train/105_em_83.lg
134,/train/INKML/CROHME2019_train/105_em_84.inkml,/train/IMG_rendering/105_em_84.png,/train/LG/CROHME2019_train/105_em_84.lg,/train/SymLG/CROHME2019_train/105_em_84.lg
135,/train/INKML/CROHME2019_train/105_em_85.inkml,/train/IMG_rendering/105_em_85.png,/train/LG/CROHME2019_train/105_em_85.lg,/train/SymLG/CROHME2019_train/105_em_85.lg
136,/train/INKML/CROHME2019_train/105_em_86.inkml,/train/IMG_rendering/105_em_86.png,/train/LG/CROHME2019_train/105_em_86.lg,/train/SymLG/CROHME2019_train/105_em_86.lg
137,/train/INKML/CROHME2019_train/105_em_87.inkml,/train/IMG_rendering/105_em_87.png,/train/LG/CROHME2019_train/105_em_87.lg,/train/SymLG/CROHME2019_train/105_em_87.lg
138,/train/INKML/CROHME2019_train/105_em_88.inkml,/train/IMG_rendering/105_em_88.png,/train/LG/CROHME2019_train/105_em_88.lg,/train/SymLG/CROHME2019_train/105_em_88.lg
139,/train/INKML/CROHME2019_train/105_em_89.inkml,/train/IMG_rendering/105_em_89.png,/train/LG/CROHME2019_train/105_em_89.lg,/train/SymLG/CROHME2019_train/105_em_89.lg
140,/train/INKML/CROHME2019_train/105_fujita.inkml,/train/IMG_rendering/105_fujita.png,/train/LG/CROHME2019_train/105_fujita.lg,/train/SymLG/CROHME2019_train/105_fujita.lg
141,/train/INKML/CROHME2019_train/105_herbert.inkml,/train/IMG_rendering/105_herbert.png,/train/LG/CROHME2019_train/105_herbert.lg,/train/SymLG/CROHME2019_train/105_herbert.lg
142,/train/INKML/CROHME2019_train/105_hirata.inkml,/train/IMG_rendering/105_hirata.png,/train/LG/CROHME2019_train/105_hirata.lg,/train/SymLG/CROHME2019_train/105_hirata.lg
