,flag,inkml,lg,symlg
74,train,/train/CROHME/INKML/CROHME2019_train/103_em_9.inkml,/train/CROHME/LG/CROHME2019_train/103_em_9.lg,/train/CROHME/SymLG/CROHME2019_train/103_em_9.lg
75,train,/train/CROHME/INKML/CROHME2019_train/104_em_30.inkml,/train/CROHME/LG/CROHME2019_train/104_em_30.lg,/train/CROHME/SymLG/CROHME2019_train/104_em_30.lg
76,train,/train/CROHME/INKML/CROHME2019_train/104_em_31.inkml,/train/CROHME/LG/CROHME2019_train/104_em_31.lg,/train/CROHME/SymLG/CROHME2019_train/104_em_31.lg
77,train,/train/CROHME/INKML/CROHME2019_train/104_em_32.inkml,/train/CROHME/LG/CROHME2019_train/104_em_32.lg,/train/CROHME/SymLG/CROHME2019_train/104_em_32.lg
78,train,/train/CROHME/INKML/CROHME2019_train/104_em_33.inkml,/train/CROHME/LG/CROHME2019_train/104_em_33.lg,/train/CROHME/SymLG/CROHME2019_train/104_em_33.lg
79,train,/train/CROHME/INKML/CROHME2019_train/104_em_34.inkml,/train/CROHME/LG/CROHME2019_train/104_em_34.lg,/train/CROHME/SymLG/CROHME2019_train/104_em_34.lg
80,train,/train/CROHME/INKML/CROHME2019_train/104_em_35.inkml,/train/CROHME/LG/CROHME2019_train/104_em_35.lg,/train/CROHME/SymLG/CROHME2019_train/104_em_35.lg
81,train,/train/CROHME/INKML/CROHME2019_train/104_em_36.inkml,/train/CROHME/LG/CROHME2019_train/104_em_36.lg,/train/CROHME/SymLG/CROHME2019_train/104_em_36.lg
82,train,/train/CROHME/INKML/CROHME2019_train/104_em_37.inkml,/train/CROHME/LG/CROHME2019_train/104_em_37.lg,/train/CROHME/SymLG/CROHME2019_train/104_em_37.lg
83,train,/train/CROHME/INKML/CROHME2019_train/104_em_38.inkml,/train/CROHME/LG/CROHME2019_train/104_em_38.lg,/train/CROHME/SymLG/CROHME2019_train/104_em_38.lg
84,train,/train/CROHME/INKML/CROHME2019_train/104_em_39.inkml,/train/CROHME/LG/CROHME2019_train/104_em_39.lg,/train/CROHME/SymLG/CROHME2019_train/104_em_39.lg
85,train,/train/CROHME/INKML/CROHME2019_train/104_em_40.inkml,/train/CROHME/LG/CROHME2019_train/104_em_40.lg,/train/CROHME/SymLG/CROHME2019_train/104_em_40.lg
86,train,/train/CROHME/INKML/CROHME2019_train/104_em_42.inkml,/train/CROHME/LG/CROHME2019_train/104_em_42.lg,/train/CROHME/SymLG/CROHME2019_train/104_em_42.lg
87,train,/train/CROHME/INKML/CROHME2019_train/104_em_43.inkml,/train/CROHME/LG/CROHME2019_train/104_em_43.lg,/train/CROHME/SymLG/CROHME2019_train/104_em_43.lg
88,train,/train/CROHME/INKML/CROHME2019_train/104_em_44.inkml,/train/CROHME/LG/CROHME2019_train/104_em_44.lg,/train/CROHME/SymLG/CROHME2019_train/104_em_44.lg
89,train,/train/CROHME/INKML/CROHME2019_train/104_em_45.inkml,/train/CROHME/LG/CROHME2019_train/104_em_45.lg,/train/CROHME/SymLG/CROHME2019_train/104_em_45.lg
90,train,/train/CROHME/INKML/CROHME2019_train/104_em_47.inkml,/train/CROHME/LG/CROHME2019_train/104_em_47.lg,/train/CROHME/SymLG/CROHME2019_train/104_em_47.lg
91,train,/train/CROHME/INKML/CROHME2019_train/104_em_48.inkml,/train/CROHME/LG/CROHME2019_train/104_em_48.lg,/train/CROHME/SymLG/CROHME2019_train/104_em_48.lg
92,train,/train/CROHME/INKML/CROHME2019_train/104_em_49.inkml,/train/CROHME/LG/CROHME2019_train/104_em_49.lg,/train/CROHME/SymLG/CROHME2019_train/104_em_49.lg
93,train,/train/CROHME/INKML/CROHME2019_train/104_em_50.inkml,/train/CROHME/LG/CROHME2019_train/104_em_50.lg,/train/CROHME/SymLG/CROHME2019_train/104_em_50.lg
94,train,/train/CROHME/INKML/CROHME2019_train/104_em_51.inkml,/train/CROHME/LG/CROHME2019_train/104_em_51.lg,/train/CROHME/SymLG/CROHME2019_train/104_em_51.lg
95,train,/train/CROHME/INKML/CROHME2019_train/104_em_52.inkml,/train/CROHME/LG/CROHME2019_train/104_em_52.lg,/train/CROHME/SymLG/CROHME2019_train/104_em_52.lg
96,train,/train/CROHME/INKML/CROHME2019_train/104_em_53.inkml,/train/CROHME/LG/CROHME2019_train/104_em_53.lg,/train/CROHME/SymLG/CROHME2019_train/104_em_53.lg
97,train,/train/CROHME/INKML/CROHME2019_train/104_em_54.inkml,/train/CROHME/LG/CROHME2019_train/104_em_54.lg,/train/CROHME/SymLG/CROHME2019_train/104_em_54.lg
98,train,/train/CROHME/INKML/CROHME2019_train/104_em_55.inkml,/train/CROHME/LG/CROHME2019_train/104_em_55.lg,/train/CROHME/SymLG/CROHME2019_train/104_em_55.lg
99,train,/train/CROHME/INKML/CROHME2019_train/104_em_56.inkml,/train/CROHME/LG/CROHME2019_train/104_em_56.lg,/train/CROHME/SymLG/CROHME2019_train/104_em_56.lg
100,train,/train/CROHME/INKML/CROHME2019_train/104_em_57.inkml,/train/CROHME/LG/CROHME2019_train/104_em_57.lg,/train/CROHME/SymLG/CROHME2019_train/104_em_57.lg
101,train,/train/CROHME/INKML/CROHME2019_train/104_em_58.inkml,/train/CROHME/LG/CROHME2019_train/104_em_58.lg,/train/CROHME/SymLG/CROHME2019_train/104_em_58.lg
102,train,/train/CROHME/INKML/CROHME2019_train/104_em_59.inkml,/train/CROHME/LG/CROHME2019_train/104_em_59.lg,/train/CROHME/SymLG/CROHME2019_train/104_em_59.lg
103,train,/train/CROHME/INKML/CROHME2019_train/105_Fabricio.inkml,/train/CROHME/LG/CROHME2019_train/105_Fabricio.lg,/train/CROHME/SymLG/CROHME2019_train/105_Fabricio.lg
104,train,/train/CROHME/INKML/CROHME2019_train/105_Frank.inkml,/train/CROHME/LG/CROHME2019_train/105_Frank.lg,/train/CROHME/SymLG/CROHME2019_train/105_Frank.lg
105,train,/train/CROHME/INKML/CROHME2019_train/105_Nina.inkml,/train/CROHME/LG/CROHME2019_train/105_Nina.lg,/train/CROHME/SymLG/CROHME2019_train/105_Nina.lg
106,train,/train/CROHME/INKML/CROHME2019_train/105_alfonso.inkml,/train/CROHME/LG/CROHME2019_train/105_alfonso.lg,/train/CROHME/SymLG/CROHME2019_train/105_alfonso.lg
107,train,/train/CROHME/INKML/CROHME2019_train/105_carlos.inkml,/train/CROHME/LG/CROHME2019_train/105_carlos.lg,/train/CROHME/SymLG/CROHME2019_train/105_carlos.lg
108,train,/train/CROHME/INKML/CROHME2019_train/105_caue.inkml,/train/CROHME/LG/CROHME2019_train/105_caue.lg,/train/CROHME/SymLG/CROHME2019_train/105_caue.lg
109,train,/train/CROHME/INKML/CROHME2019_train/105_danilo.inkml,/train/CROHME/LG/CROHME2019_train/105_danilo.lg,/train/CROHME/SymLG/CROHME2019_train/105_danilo.lg
110,train,/train/CROHME/INKML/CROHME2019_train/105_david.inkml,/train/CROHME/LG/CROHME2019_train/105_david.lg,/train/CROHME/SymLG/CROHME2019_train/105_david.lg
111,train,/train/CROHME/INKML/CROHME2019_train/105_edwin.inkml,/train/CROHME/LG/CROHME2019_train/105_edwin.lg,/train/CROHME/SymLG/CROHME2019_train/105_edwin.lg
112,train,/train/CROHME/INKML/CROHME2019_train/105_em_60.inkml,/train/CROHME/LG/CROHME2019_train/105_em_60.lg,/train/CROHME/SymLG/CROHME2019_train/105_em_60.lg
113,train,/train/CROHME/INKML/CROHME2019_train/105_em_61.inkml,/train/CROHME/LG/CROHME2019_train/105_em_61.lg,/train/CROHME/SymLG/CROHME2019_train/105_em_61.lg
114,train,/train/CROHME/INKML/CROHME2019_train/105_em_62.inkml,/train/CROHME/LG/CROHME2019_train/105_em_62.lg,/train/CROHME/SymLG/CROHME2019_train/105_em_62.lg
115,train,/train/CROHME/INKML/CROHME2019_train/105_em_63.inkml,/train/CROHME/LG/CROHME2019_train/105_em_63.lg,/train/CROHME/SymLG/CROHME2019_train/105_em_63.lg
116,train,/train/CROHME/INKML/CROHME2019_train/105_em_64.inkml,/train/CROHME/LG/CROHME2019_train/105_em_64.lg,/train/CROHME/SymLG/CROHME2019_train/105_em_64.lg
117,train,/train/CROHME/INKML/CROHME2019_train/105_em_65.inkml,/train/CROHME/LG/CROHME2019_train/105_em_65.lg,/train/CROHME/SymLG/CROHME2019_train/105_em_65.lg
118,train,/train/CROHME/INKML/CROHME2019_train/105_em_66.inkml,/train/CROHME/LG/CROHME2019_train/105_em_66.lg,/train/CROHME/SymLG/CROHME2019_train/105_em_66.lg
119,train,/train/CROHME/INKML/CROHME2019_train/105_em_68.inkml,/train/CROHME/LG/CROHME2019_train/105_em_68.lg,/train/CROHME/SymLG/CROHME2019_train/105_em_68.lg
120,train,/train/CROHME/INKML/CROHME2019_train/105_em_69.inkml,/train/CROHME/LG/CROHME2019_train/105_em_69.lg,/train/CROHME/SymLG/CROHME2019_train/105_em_69.lg
121,train,/train/CROHME/INKML/CROHME2019_train/105_em_70.inkml,/train/CROHME/LG/CROHME2019_train/105_em_70.lg,/train/CROHME/SymLG/CROHME2019_train/105_em_70.lg
122,train,/train/CROHME/INKML/CROHME2019_train/105_em_71.inkml,/train/CROHME/LG/CROHME2019_train/105_em_71.lg,/train/CROHME/SymLG/CROHME2019_train/105_em_71.lg
123,train,/train/CROHME/INKML/CROHME2019_train/105_em_72.inkml,/train/CROHME/LG/CROHME2019_train/105_em_72.lg,/train/CROHME/SymLG/CROHME2019_train/105_em_72.lg
124,train,/train/CROHME/INKML/CROHME2019_train/105_em_74.inkml,/train/CROHME/LG/CROHME2019_train/105_em_74.lg,/train/CROHME/SymLG/CROHME2019_train/105_em_74.lg
125,train,/train/CROHME/INKML/CROHME2019_train/105_em_75.inkml,/train/CROHME/LG/CROHME2019_train/105_em_75.lg,/train/CROHME/SymLG/CROHME2019_train/105_em_75.lg
126,train,/train/CROHME/INKML/CROHME2019_train/105_em_76.inkml,/train/CROHME/LG/CROHME2019_train/105_em_76.lg,/train/CROHME/SymLG/CROHME2019_train/105_em_76.lg
127,train,/train/CROHME/INKML/CROHME2019_train/105_em_77.inkml,/train/CROHME/LG/CROHME2019_train/105_em_77.lg,/train/CROHME/SymLG/CROHME2019_train/105_em_77.lg
128,train,/train/CROHME/INKML/CROHME2019_train/105_em_78.inkml,/train/CROHME/LG/CROHME2019_train/105_em_78.lg,/train/CROHME/SymLG/CROHME2019_train/105_em_78.lg
129,train,/train/CROHME/INKML/CROHME2019_train/105_em_79.inkml,/train/CROHME/LG/CROHME2019_train/105_em_79.lg,/train/CROHME/SymLG/CROHME2019_train/105_em_79.lg
130,train,/train/CROHME/INKML/CROHME2019_train/105_em_80.inkml,/train/CROHME/LG/CROHME2019_train/105_em_80.lg,/train/CROHME/SymLG/CROHME2019_train/105_em_80.lg
131,train,/train/CROHME/INKML/CROHME2019_train/105_em_81.inkml,/train/CROHME/LG/CROHME2019_train/105_em_81.lg,/train/CROHME/SymLG/CROHME2019_train/105_em_81.lg
132,train,/train/CROHME/INKML/CROHME2019_train/105_em_82.inkml,/train/CROHME/LG/CROHME2019_train/105_em_82.lg,/train/CROHME/SymLG/CROHME2019_train/105_em_82.lg
133,train,/train/CROHME/INKML/CROHME2019_train/105_em_83.inkml,/train/CROHME/LG/CROHME2019_train/105_em_83.lg,/train/CROHME/SymLG/CROHME2019_train/105_em_83.lg
134,train,/train/CROHME/INKML/CROHME2019_train/105_em_84.inkml,/train/CROHME/LG/CROHME2019_train/105_em_84.lg,/train/CROHME/SymLG/CROHME2019_train/105_em_84.lg
135,train,/train/CROHME/INKML/CROHME2019_train/105_em_85.inkml,/train/CROHME/LG/CROHME2019_train/105_em_85.lg,/train/CROHME/SymLG/CROHME2019_train/105_em_85.lg
136,train,/train/CROHME/INKML/CROHME2019_train/105_em_86.inkml,/train/CROHME/LG/CROHME2019_train/105_em_86.lg,/train/CROHME/SymLG/CROHME2019_train/105_em_86.lg
137,train,/train/CROHME/INKML/CROHME2019_train/105_em_87.inkml,/train/CROHME/LG/CROHME2019_train/105_em_87.lg,/train/CROHME/SymLG/CROHME2019_train/105_em_87.lg
138,train,/train/CROHME/INKML/CROHME2019_train/105_em_88.inkml,/train/CROHME/LG/CROHME2019_train/105_em_88.lg,/train/CROHME/SymLG/CROHME2019_train/105_em_88.lg
139,train,/train/CROHME/INKML/CROHME2019_train/105_em_89.inkml,/train/CROHME/LG/CROHME2019_train/105_em_89.lg,/train/CROHME/SymLG/CROHME2019_train/105_em_89.lg
140,train,/train/CROHME/INKML/CROHME2019_train/105_fujita.inkml,/train/CROHME/LG/CROHME2019_train/105_fujita.lg,/train/CROHME/SymLG/CROHME2019_train/105_fujita.lg
141,train,/train/CROHME/INKML/CROHME2019_train/105_herbert.inkml,/train/CROHME/LG/CROHME2019_train/105_herbert.lg,/train/CROHME/SymLG/CROHME2019_train/105_herbert.lg
142,train,/train/CROHME/INKML/CROHME2019_train/105_hirata.inkml,/train/CROHME/LG/CROHME2019_train/105_hirata.lg,/train/CROHME/SymLG/CROHME2019_train/105_hirata.lg
143,train,/train/CROHME/INKML/CROHME2019_train/105_leissi.inkml,/train/CROHME/LG/CROHME2019_train/105_leissi.lg,/train/CROHME/SymLG/CROHME2019_train/105_leissi.lg
144,train,/train/CROHME/INKML/CROHME2019_train/105_leo.inkml,/train/CROHME/LG/CROHME2019_train/105_leo.lg,/train/CROHME/SymLG/CROHME2019_train/105_leo.lg
145,train,/train/CROHME/INKML/CROHME2019_train/105_lucelia.inkml,/train/CROHME/LG/CROHME2019_train/105_lucelia.lg,/train/CROHME/SymLG/CROHME2019_train/105_lucelia.lg
